iteration,algorithm,k,event_length,overlap,num_nodes,num_timestamps,relative_cost,total_length,true_length,precision,recall,f_measure,precision_ilp,recall_ilp,f_measure_ilp,ilp_time,nnodes
0,inner,10,10,0.5,50,5000,39.824884114933816,17921.19785172022,4500,0.720437836548387,0.7365265712943915,0.7283933728612982,0,0,0,0,50
1,inner,10,10,0.5,50,5000,42.602733764503,19171.23019402635,4500,0.7295585512954328,0.784548611686968,0.7560550039744319,0,0,0,0,50
2,inner,10,10,0.5,50,5000,41.65082562572304,18742.871531575365,4500,0.7350572626528806,0.784546941319997,0.7589962249402412,0,0,0,0,50
0,inner,10,10,0.5,100,10000,73.46030153806758,66114.27138426082,9000,0.7434066192325186,0.7982816005950497,0.7698674975414477,0,0,0,0,100
1,inner,10,10,0.5,100,10000,71.95413928108336,64758.725352975016,9000,0.7507211947301384,0.8058440955451105,0.7773066069935001,0,0,0,0,100
2,inner,10,10,0.5,100,10000,74.1860474622792,66767.44271605129,9000,0.7508006216248496,0.8168380722100802,0.782428418989701,0,0,0,0,100
