iteration,algorithm,k,event_length,overlap,num_nodes,num_timestamps,relative_cost,total_length,true_length,precision,recall,f_measure,precision_ilp,recall_ilp,f_measure_ilp,ilp_time,nnodes
0,baseline,10,10,0.5,50,5000,72.30526326681527,32537.368470066875,4500,0.44845284244524086,0.6629110612999696,0.5349901121073617,0,0,0,0,50
1,baseline,10,10,0.5,50,5000,73.22871574130282,32952.92208358627,4500,0.4320635851637926,0.6681882366090752,0.5247885972293128,0,0,0,0,50
2,baseline,10,10,0.5,50,5000,71.4008951055315,32130.40279748918,4500,0.3814354791980452,0.6151681752405115,0.47089325162557527,0,0,0,0,50
3,baseline,10,10,0.5,50,5000,72.59313845553068,32666.912304988808,4500,0.45677825789024473,0.6956758271000953,0.5514659481844784,0,0,0,0,50
0,baseline,10,10,0.5,100,10000,138.48970921937098,124640.73829743387,9000,0.3977310037292331,0.6286840798921333,0.48722423143252885,0,0,0,0,100
1,baseline,10,10,0.5,100,10000,139.15517864074616,125239.66077667155,9000,0.3919291513273987,0.6316975919247682,0.483732381418732,0,0,0,0,100
2,baseline,10,10,0.5,100,10000,140.0334228331215,126030.08054980935,9000,0.392669707086512,0.6360050970819053,0.48555662910120684,0,0,0,0,100
3,baseline,10,10,0.5,100,10000,138.66132518515712,124795.19266664142,9000,0.3996350831684016,0.636395197838982,0.4909621899642921,0,0,0,0,100
0,baseline,10,10,0.5,200,20000,273.66148825406106,492590.67885730986,18000,0.456187126248257,0.6851854691938546,0.5477138515272181,0,0,0,0,200
1,baseline,10,10,0.5,200,20000,267.64483172734833,481760.69710922695,18000,0.43180522256956183,0.6604267966620686,0.5221889395335331,0,0,0,0,200
2,baseline,10,10,0.5,200,20000,267.4583444605002,481425.02002890036,18000,0.4040992992742569,0.6489240363240967,0.49805116277273104,0,0,0,0,200
3,baseline,10,10,0.5,200,20000,268.86637322652405,483959.4718077433,18000,0.41788491590297894,0.6532858295454799,0.5097194730162773,0,0,0,0,200
0,baseline,10,10,0.5,300,30000,392.2469945729935,1059066.8853470825,27000,0.40928209831182183,0.640910415491009,0.49955252248410126,0,0,0,0,300
1,baseline,10,10,0.5,300,30000,394.5976268786481,1065413.5925723498,27000,0.4094649772492365,0.6449487304586453,0.5009113886014384,0,0,0,0,300
2,baseline,10,10,0.5,300,30000,402.41584147793174,1086522.7719904156,27000,0.4458278633611411,0.6734867357209274,0.5365053804082751,0,0,0,0,300
3,baseline,10,10,0.5,300,30000,389.30255509926405,1051116.8987680129,27000,0.3998414904651278,0.633020903983665,0.49010985994796963,0,0,0,0,300
0,baseline,10,10,0.5,400,40000,530.7836102156156,1910820.996776216,36000,0.4108545707779413,0.6485493221163514,0.5030365758586572,0,0,0,0,400
1,baseline,10,10,0.5,400,40000,533.9767482027655,1922316.293529956,36000,0.42134412579071506,0.6625153495151638,0.5150980493769599,0,0,0,0,400
2,baseline,10,10,0.5,400,40000,528.8783535231349,1903962.072683286,36000,0.41609590861699497,0.6510518754760091,0.5077085399436657,0,0,0,0,400
3,baseline,10,10,0.5,400,40000,532.5740969510099,1917266.7490236356,36000,0.4233489611314839,0.6604608527603227,0.5159676768012893,0,0,0,0,400
0,baseline,10,10,0.5,500,50000,659.84663725616,2969309.86765272,45000,0.41790500787111445,0.6549364673276936,0.510236108243187,0,0,0,0,500
1,baseline,10,10,0.5,500,50000,647.3473954326578,2913063.27944696,45000,0.3988673592945058,0.6347963596009911,0.489907003632409,0,0,0,0,500
2,baseline,10,10,0.5,500,50000,655.1230061570951,2948053.527706928,45000,0.4093234784391561,0.6473296505080864,0.5015216762889133,0,0,0,0,500
3,baseline,10,10,0.5,500,50000,652.0902942451524,2934406.324103186,45000,0.40255741078997437,0.638307599232093,0.4937344457932894,0,0,0,0,500
