iteration,algorithm,k,event_length,overlap,num_nodes,num_timestamps,relative_cost,total_length,true_length,precision,recall,f_measure,precision_ilp,recall_ilp,f_measure_ilp,ilp_time,nnodes
0,baseline,10,10,0.5,50,5000,75.47250913087004,33962.62910889152,5000,0.41589237827594727,0.6431701037181173,0.5051440280797608,0,0,0,0,50
1,baseline,10,10,0.5,50,5000,70.67761883244286,31804.928474599285,5000,0.3764675777298409,0.6178995212677544,0.46787375866840175,0,0,0,0,50
2,baseline,10,10,0.5,50,5000,69.86841492014163,31440.78671406373,5000,0.385497614779127,0.6179666708997023,0.4748044968709123,0,0,0,0,50
3,baseline,10,10,0.5,50,5000,73.48068409468098,33066.30784260644,5000,0.4564546682890579,0.6877455755583555,0.5487233204970724,0,0,0,0,50
0,baseline,10,10,0.5,100,10000,136.2241279212604,122601.71512913436,10000,0.4431279851899628,0.6667128182147829,0.5323990736860583,0,0,0,0,100
1,baseline,10,10,0.5,100,10000,137.23943400411176,123515.49060370057,10000,0.409631523820787,0.6414559452129184,0.49997851566632084,0,0,0,0,100
2,baseline,10,10,0.5,100,10000,139.21857743842443,125296.71969458199,10000,0.4002758426727678,0.6388450497787836,0.49217418780645195,0,0,0,0,100
3,baseline,10,10,0.5,100,10000,137.75257149717768,123977.31434745992,10000,0.39252396323716937,0.6250082246316268,0.4822072624593314,0,0,0,0,100
0,baseline,10,10,0.5,200,20000,274.17502525955706,493515.04546720267,20000,0.42111123375755993,0.6568155505528932,0.5131933093608305,0,0,0,0,200
1,baseline,10,10,0.5,200,20000,264.9997081104421,476999.47459879576,20000,0.420555202422631,0.6509237379197333,0.5109747920478199,0,0,0,0,200
2,baseline,10,10,0.5,200,20000,266.44843180180413,479607.17724324745,20000,0.40709588215475334,0.6450641214506788,0.4991692264835855,0,0,0,0,200
3,baseline,10,10,0.5,200,20000,265.95923499476356,478726.6229905744,20000,0.4060890755282208,0.6387529696434958,0.4965163952428864,0,0,0,0,200
0,baseline,10,10,0.5,300,30000,393.6409459601461,1062830.5540923944,30000,0.4040874611892301,0.63740046255421,0.4946106984104029,0,0,0,0,300
1,baseline,10,10,0.5,300,30000,394.00623935612214,1063816.8462615297,30000,0.3990823545345552,0.6309825896516837,0.4889284291631544,0,0,0,0,300
2,baseline,10,10,0.5,300,30000,395.78308311226175,1068614.3244031067,30000,0.40762955142148993,0.6427321888042602,0.49886933952891893,0,0,0,0,300
3,baseline,10,10,0.5,300,30000,396.1788135363167,1069682.796548055,30000,0.41499029112571795,0.6483620047719372,0.5060673459834371,0,0,0,0,300
0,baseline,10,10,0.5,400,40000,534.7107274868843,1924958.6189527833,40000,0.4265397501895323,0.6590704961960208,0.5179018266283063,0,0,0,0,400
1,baseline,10,10,0.5,400,40000,532.8829755981627,1918378.7121533856,40000,0.4087974164194284,0.6514657181684556,0.5023611475025163,0,0,0,0,400
2,baseline,10,10,0.5,400,40000,526.4341031790962,1895162.771444746,40000,0.4084367307578225,0.6461017704932375,0.5004875489401835,0,0,0,0,400
3,baseline,10,10,0.5,400,40000,533.6096606610446,1920994.7783797607,40000,0.41914946465011055,0.6617663568925118,0.5132296311827327,0,0,0,0,400
0,baseline,10,10,0.5,500,50000,663.5263611011454,2985868.6249551545,50000,0.41816988333128363,0.6577981690955134,0.5113002807207739,0,0,0,0,500
1,baseline,10,10,0.5,500,50000,652.6011934145865,2936705.370365639,50000,0.4038465130527227,0.6417566755826041,0.4957352817575095,0,0,0,0,500
2,baseline,10,10,0.5,500,50000,650.9305085459442,2929187.288456749,50000,0.4017439246302067,0.6391255335777268,0.4933659992924823,0,0,0,0,500
3,baseline,10,10,0.5,500,50000,656.1040762635106,2952468.343185798,50000,0.4167259662815607,0.6523889648227913,0.5085840892267344,0,0,0,0,500
