iteration,algorithm,k,event_length,overlap,num_nodes,num_timestamps,relative_cost,total_length,true_length,precision,recall,f_measure,precision_ilp,recall_ilp,f_measure_ilp,ilp_time,nnodes
0,inner,10,10,0.5,50,5000,43.753846191321266,19689.23078609457,4500,0.74355992914603,0.80889515052887,0.7748527202986977,0,0,0,0,50
1,inner,10,10,0.5,50,5000,41.601552120153336,18720.698454069003,4500,0.7401051188606104,0.793731705701401,0.7659809557112646,0,0,0,0,50
2,inner,10,10,0.5,50,5000,40.575925242552735,18259.16635914873,4500,0.7465094395337747,0.7960693796662842,0.7704932792385315,0,0,0,0,50
0,inner,10,10,0.5,100,10000,74.2351162184555,66811.60459660995,9000,0.736546382201732,0.7923866263739795,0.763446795493642,0,0,0,0,100
1,inner,10,10,0.5,100,10000,70.13610326854956,63122.49294169461,9000,0.7417732455893542,0.7994065300233772,0.7695122732648265,0,0,0,0,100
2,inner,10,10,0.5,100,10000,70.28002182774323,63252.01964496891,9000,0.7509758746740027,0.8072619561078453,0.7781023430485661,0,0,0,0,100
0,inner,10,10,0.5,200,20000,145.82328486188757,262481.91275139764,18000,0.7211051427761309,0.7831934302957777,0.7508679732660594,0,0,0,0,200
1,inner,10,10,0.5,200,20000,143.61733488700665,258511.202796612,18000,0.7288290142935548,0.7874019160322574,0.7569841121646678,0,0,0,0,200
2,inner,10,10,0.5,200,20000,150.15359360703775,270276.46849266795,18000,0.723808268427081,0.7875203185838816,0.7543213607474862,0,0,0,0,200
0,inner,10,10,0.5,300,30000,221.7204965686754,598645.3407354236,27000,0.7193821083425233,0.7897674004812159,0.7529334030015277,0,0,0,0,300
1,inner,10,10,0.5,300,30000,202.63398605454663,547111.7623472759,27000,0.7419318631070877,0.8076503639557291,0.7733975374828564,0,0,0,0,300
2,inner,10,10,0.5,300,30000,208.81879609773466,563810.7494638836,27000,0.7371802313342617,0.7993843637714133,0.7670232049951333,0,0,0,0,300
0,inner,10,10,0.5,400,40000,282.2979203665336,1016272.513319521,36000,0.7226607055485045,0.7870021418011226,0.7534603160707821,0,0,0,0,400
1,inner,10,10,0.5,400,40000,286.2684021029479,1030566.2475706124,36000,0.7180978603878709,0.7892019238940746,0.7519727911754529,0,0,0,0,400
2,inner,10,10,0.5,400,40000,288.831424209701,1039793.1271549237,36000,0.7200123811567235,0.7834659363453208,0.7504001458702904,0,0,0,0,400
0,inner,10,10,0.5,500,50000,355.6182637230154,1600282.1867535692,45000,0.7209117426637824,0.7882308511529634,0.7530698276680421,0,0,0,0,500
1,inner,10,10,0.5,500,50000,345.0937961969215,1552922.0828861468,45000,0.7259698915678212,0.7877145697920098,0.7555829175977216,0,0,0,0,500
2,inner,10,10,0.5,500,50000,350.76839074965403,1578457.758373443,45000,0.7231798078261119,0.7862313350157261,0.7533886687665972,0,0,0,0,500
