iteration,algorithm,k,event_length,overlap,num_nodes,num_timestamps,relative_cost,total_length,true_length,precision,recall,f_measure,precision_ilp,recall_ilp,f_measure_ilp,ilp_time,nnodes
0,heuristic1,10,10,0.5,50,5000,36.5516379890217,16448.237095059765,4500,0.7656841848809838,0.804084618846985,0.7844147169889648,0,0,0,0,50
1,heuristic1,10,10,0.5,50,5000,41.796708057425185,18808.518625841334,4500,0.7296246596310764,0.7744636790697639,0.7513758117771012,0,0,0,0,50
2,heuristic1,10,10,0.5,50,5000,40.16063929207745,18072.287681434853,4500,0.7467881950928988,0.7907000500006501,0.7681170442560648,0,0,0,0,50
0,heuristic1,10,10,0.5,100,10000,71.97069105469447,64773.621949225024,9000,0.7564783221575325,0.8165493723374049,0.7853668454869972,0,0,0,0,100
1,heuristic1,10,10,0.5,100,10000,72.54220985360548,65287.98886824493,9000,0.7406775915574295,0.7986607786592479,0.7685771412629003,0,0,0,0,100
2,heuristic1,10,10,0.5,100,10000,75.04046972910912,67536.42275619821,9000,0.74321108134505,0.8036383493135162,0.772244427629084,0,0,0,0,100
0,heuristic1,10,10,0.5,200,20000,151.7028060745129,273065.0509341232,18000,0.724447864953832,0.7926421365979919,0.7570123103355555,0,0,0,0,200
1,heuristic1,10,10,0.5,200,20000,149.1439829476108,268459.1693056994,18000,0.7238624474656055,0.7876894966020406,0.7544283861247003,0,0,0,0,200
2,heuristic1,10,10,0.5,200,20000,148.5203914938916,267336.70468900487,18000,0.7315134084979843,0.7967062661630941,0.7627192948709004,0,0,0,0,200
0,heuristic1,10,10,0.5,300,30000,213.30549779089012,575924.8440354033,27000,0.7269870663921647,0.790612440607878,0.757466006281003,0,0,0,0,300
1,heuristic1,10,10,0.5,300,30000,207.9808427189369,561548.2753411296,27000,0.7319661390759848,0.7986675011824684,0.7638634770202548,0,0,0,0,300
2,heuristic1,10,10,0.5,300,30000,205.8833618682999,555885.0770444097,27000,0.7420349404959992,0.8050435103458582,0.7722561360364296,0,0,0,0,300
0,heuristic1,10,10,0.5,500,50000,328.4597992935398,1478069.096820929,45000,0.7281185433083399,0.7802578668489852,0.7532870675903772,0,0,0,0,500
1,heuristic1,10,10,0.5,500,50000,337.865346205759,1520394.0579259156,45000,0.7350720230547804,0.7997611489420712,0.7660533489103788,0,0,0,0,500
2,heuristic1,10,10,0.5,500,50000,334.37784657655294,1504700.3095944882,45000,0.7288965699825326,0.7875875784159405,0.7571063437418597,0,0,0,0,500
0,heuristic1,10,10,0.5,700,70000,466.7466976344718,2940504.195097172,63000,0.7250318093189495,0.7789005148006718,0.7510014120561909,0,0,0,0,700
1,heuristic1,10,10,0.5,700,70000,481.4178651133352,3032932.5502140117,63000,0.7277743350392353,0.7910286391330134,0.7580842961619464,0,0,0,0,700
2,heuristic1,10,10,0.5,700,70000,486.64485904367115,3065862.6119751283,63000,0.7300467904473388,0.7955037953300377,0.7613710066171746,0,0,0,0,700
0,heuristic1,10,10,0.5,1000,100000,682.5852225669607,6143267.003102647,90000,0.7302550790379938,0.7906007647047526,0.7592307006509749,0,0,0,0,1000
1,heuristic1,10,10,0.5,1000,100000,680.6016540122374,6125414.886110136,90000,0.7205524613499683,0.7845684531083191,0.7511990891286013,0,0,0,0,1000
2,heuristic1,10,10,0.5,1000,100000,676.29190446802,6086627.14021218,90000,0.7224009410801454,0.7887954586246908,0.7541396760097083,0,0,0,0,1000
