iteration,algorithm,k,event_length,overlap,num_nodes,num_timestamps,relative_cost,total_length,true_length,precision,recall,f_measure,precision_ilp,recall_ilp,f_measure_ilp,ilp_time,nnodes
0,heuristic1,10,10,0.5,50,5000,63.80680248010573,28713.06111604758,5000,0.38218165978898644,0.5924540905246917,0.4646353011217332,0,0,0,0,50
1,heuristic1,10,10,0.5,50,5000,64.27082926874793,28921.873170936567,5000,0.4344420386504001,0.6186098201413662,0.5104214178012594,0,0,0,0,50
2,heuristic1,10,10,0.5,50,5000,65.45664136569555,29455.488614562993,5000,0.44489198991502904,0.6236459503649193,0.5193172416275783,0,0,0,0,50
3,heuristic1,10,10,0.5,50,5000,64.65136228022995,29093.113026103474,5000,0.4903425793452732,0.6801256758220753,0.5698481384509858,0,0,0,0,50
0,heuristic1,10,10,0.5,100,10000,123.90773618595492,111516.96256735943,10000,0.41007278361681315,0.6073942824201901,0.4895998552859807,0,0,0,0,100
1,heuristic1,10,10,0.5,100,10000,125.03073991633897,112527.66592470507,10000,0.4157094026543936,0.6009352757509514,0.49144888046475976,0,0,0,0,100
2,heuristic1,10,10,0.5,100,10000,126.54030151528818,113886.27136375936,10000,0.428325718571119,0.6153785071921601,0.5050903019838635,0,0,0,0,100
3,heuristic1,10,10,0.5,100,10000,129.49118191582477,116542.0637242423,10000,0.4088578231547765,0.6159716417535153,0.4914863071290651,0,0,0,0,100
0,heuristic1,10,10,0.5,200,20000,242.55166865407026,436593.0035773265,20000,0.45145718868284485,0.6366617160757052,0.5282979777753465,0,0,0,0,200
1,heuristic1,10,10,0.5,200,20000,230.108445986379,414195.2027754822,20000,0.433040888958846,0.6101452343121234,0.506559335417644,0,0,0,0,200
2,heuristic1,10,10,0.5,200,20000,235.9340876145696,424681.35770622524,20000,0.40699285671618285,0.6056764787899275,0.4868440105877458,0,0,0,0,200
3,heuristic1,10,10,0.5,200,20000,238.26965170436114,428885.3730678501,20000,0.4297684183324894,0.6197832582724014,0.5075753325044909,0,0,0,0,200
0,heuristic1,10,10,0.5,300,30000,339.30107365201764,916112.8988604477,30000,0.3968090355433445,0.5844683018352355,0.4726947098899927,0,0,0,0,300
1,heuristic1,10,10,0.5,300,30000,348.6898242978345,941462.5256041532,30000,0.4337948051799329,0.6178286345731727,0.5097087836539199,0,0,0,0,300
2,heuristic1,10,10,0.5,300,30000,350.53470546841163,946443.7047647114,30000,0.40871985203548195,0.6004011688768115,0.4863556933605669,0,0,0,0,300
3,heuristic1,10,10,0.5,300,30000,344.83043151095967,931042.1650795911,30000,0.42266500133232976,0.6088980730579756,0.49897075854990686,0,0,0,0,300
0,heuristic1,10,10,0.5,400,40000,477.3705563966149,1718534.0030278137,40000,0.4306578895061517,0.6204081071920892,0.5084050800143226,0,0,0,0,400
1,heuristic1,10,10,0.5,400,40000,469.3134569394256,1689528.4449819322,40000,0.4441588814164046,0.6291277158946766,0.5207046529042726,0,0,0,0,400
2,heuristic1,10,10,0.5,400,40000,473.87040639788484,1705933.4630323853,40000,0.4213682739679831,0.620634382301144,0.5019481224199001,0,0,0,0,400
3,heuristic1,10,10,0.5,400,40000,475.8662980677026,1713118.6730437293,40000,0.4488554969010953,0.6430218254618967,0.5286745590820077,0,0,0,0,400
0,heuristic1,10,10,0.5,500,50000,584.9704486610486,2632367.0189747186,50000,0.43597228691933143,0.621268312734143,0.5123824551989311,0,0,0,0,500
1,heuristic1,10,10,0.5,500,50000,580.2610497026185,2611174.723661783,50000,0.4120478948865401,0.6024090837193953,0.4893680068093407,0,0,0,0,500
2,heuristic1,10,10,0.5,500,50000,587.5487755729013,2643969.4900780558,50000,0.4094462168571037,0.6018230671986184,0.48733642357565193,0,0,0,0,500
3,heuristic1,10,10,0.5,500,50000,577.67884824759,2599554.8171141553,50000,0.40149667299048636,0.5960780214909928,0.4798103716850618,0,0,0,0,500
