iteration,algorithm,k,event_length,overlap,num_nodes,num_timestamps,relative_cost,total_length,true_length,precision,recall,f_measure,precision_ilp,recall_ilp,f_measure_ilp,ilp_time,nnodes
0,heuristic1,10,10,0.5,50,5000,236.63800686664078,106487.10308998835,4500,0.56153126439495,0.9875788766899555,0.7159677037929356,0,0,0,0,50
1,heuristic1,10,10,0.5,50,5000,240.60522452590035,108272.35103665516,4500,0.5564409966081548,0.9874846153846153,0.7117919662082902,0,0,0,0,50
2,heuristic1,10,10,0.5,50,5000,234.80827883738047,105663.72547682122,4500,0.5555161081241563,0.9782121835141824,0.708616549708364,0,0,0,0,50
0,heuristic1,10,10,0.5,100,10000,477.00969485211067,429308.7253668996,9000,0.5603895832047874,0.9841725414468356,0.714144198540909,0,0,0,0,100
1,heuristic1,10,10,0.5,100,10000,506.66192275283447,455995.730477551,9000,0.5470764977579639,0.9950158415841583,0.7059885688295182,0,0,0,0,100
2,heuristic1,10,10,0.5,100,10000,492.26693257796654,443040.2393201699,9000,0.5487816384380656,0.9961,0.7076806098890948,0,0,0,0,100
0,heuristic1,10,10,0.5,200,20000,941.2476968347015,1694245.8543024627,18000,0.5535707926924125,0.9927005118498274,0.7107808411584746,0,0,0,0,200
1,heuristic1,10,10,0.5,200,20000,910.038895122077,1638070.0112197385,18000,0.5559578892316707,0.9875099005696378,0.711403144974924,0,0,0,0,200
2,heuristic1,10,10,0.5,200,20000,915.9229534475738,1648661.3162056329,18000,0.555571580212116,0.9888747806533938,0.7114403432070457,0,0,0,0,200
0,heuristic1,10,10,0.5,300,30000,1291.0989695899705,3485967.21789292,27000,0.5573591435962839,0.9848519261169816,0.7118561614419854,0,0,0,0,300
1,heuristic1,10,10,0.5,300,30000,1355.6355191858465,3660215.9018017855,27000,0.5605221271870355,0.9847399663495761,0.7144011918406339,0,0,0,0,300
2,heuristic1,10,10,0.5,300,30000,1373.5217608381731,3708508.754263067,27000,0.5598293410319732,0.9900647719140846,0.7152324848644978,0,0,0,0,300
0,heuristic1,10,10,0.5,400,40000,1800.6194986160185,6482230.195017667,36000,0.556582927426129,0.9879466346561621,0.712028106883748,0,0,0,0,400
1,heuristic1,10,10,0.5,400,40000,1816.128810468413,6538063.717686286,36000,0.5508211201960687,0.9827733985559189,0.7059654135070795,0,0,0,0,400
2,heuristic1,10,10,0.5,400,40000,1810.7588919211294,6518732.010916065,36000,0.5496625925693259,0.9855824257425744,0.7057346350097313,0,0,0,0,400
0,heuristic1,10,10,0.5,500,50000,2284.57984130759,10280609.285884155,45000,0.552257865361421,0.9848007387009403,0.7076684679737381,0,0,0,0,500
1,heuristic1,10,10,0.5,500,50000,2232.794790366969,10047576.556651361,45000,0.5577558676190005,0.985957556474094,0.7124685239681566,0,0,0,0,500
2,heuristic1,10,10,0.5,500,50000,2220.512934567441,9992308.205553483,45000,0.5575340317940999,0.9855077125819348,0.7121700891924629,0,0,0,0,500
