iteration,algorithm,k,event_length,overlap,num_nodes,num_timestamps,relative_cost,total_length,true_length,precision,recall,f_measure,precision_ilp,recall_ilp,f_measure_ilp,ilp_time,nnodes
0,budget,10,10,0.5,50,5000,-inf,-inf,4500,0.5422602017358225,1.0,0.7032019643968062,0,0,0,0,50
1,budget,10,10,0.5,50,5000,-inf,-inf,4500,0.5485606005634562,1.0,0.7084780542186829,0,0,0,0,50
2,budget,10,10,0.5,50,5000,-inf,-inf,4500,0.5475973471992277,1.0,0.7076741869456481,0,0,0,0,50
3,budget,10,10,0.5,50,5000,-inf,-inf,4500,0.5505939998286424,1.0,0.7101717146970633,0,0,0,0,50
0,budget,10,10,0.5,100,10000,-inf,-inf,9000,0.5483800316894993,1.0,0.7083274396029765,0,0,0,0,100
1,budget,10,10,0.5,100,10000,-inf,-inf,9000,0.5406293373033979,1.0,0.7018292125342426,0,0,0,0,100
2,budget,10,10,0.5,100,10000,-inf,-inf,9000,0.5406096126968323,1.0,0.7018125919005488,0,0,0,0,100
3,budget,10,10,0.5,100,10000,-inf,-inf,9000,0.5423686384244369,1.0,0.7032931361707124,0,0,0,0,100
0,budget,10,10,0.5,200,20000,-inf,-inf,18000,0.5456175449615067,1.0,0.7060188294835839,0,0,0,0,200
1,budget,10,10,0.5,200,20000,-inf,-inf,18000,0.544270455557475,1.0,0.7048900710348638,0,0,0,0,200
2,budget,10,10,0.5,200,20000,-inf,-inf,18000,0.5451777117375388,1.0,0.7056504990930671,0,0,0,0,200
3,budget,10,10,0.5,200,20000,-inf,-inf,18000,0.5439235623763383,1.0,0.7045990820156348,0,0,0,0,200
0,budget,10,10,0.5,300,30000,-inf,-inf,27000,0.5440105635068537,1.0,0.7046720746149078,0,0,0,0,300
1,budget,10,10,0.5,300,30000,-inf,-inf,27000,0.5482087658419185,1.0,0.7081845522865279,0,0,0,0,300
2,budget,10,10,0.5,300,30000,-inf,-inf,27000,0.5475034178676996,1.0,0.7075957462143805,0,0,0,0,300
3,budget,10,10,0.5,300,30000,-inf,-inf,27000,0.5483635793680612,1.0,0.7083137147825018,0,0,0,0,300
0,budget,10,10,0.5,400,40000,-inf,-inf,36000,0.5468527680948942,1.0,0.7070521246419578,0,0,0,0,400
1,budget,10,10,0.5,400,40000,-inf,-inf,36000,0.5392609563845998,1.0,0.700675157318627,0,0,0,0,400
2,budget,10,10,0.5,400,40000,-inf,-inf,36000,0.5389815846359484,1.0,0.7004392905239947,0,0,0,0,400
3,budget,10,10,0.5,400,40000,-inf,-inf,36000,0.5392960479241959,1.0,0.7007047782022943,0,0,0,0,400
0,budget,10,10,0.5,500,50000,-inf,-inf,45000,0.5410065968800958,1.0,0.7021470225700674,0,0,0,0,500
1,budget,10,10,0.5,500,50000,-inf,-inf,45000,0.5441762385822279,1.0,0.7048110506892122,0,0,0,0,500
2,budget,10,10,0.5,500,50000,-inf,-inf,45000,0.5436190892610878,1.0,0.7043435690100358,0,0,0,0,500
3,budget,10,10,0.5,500,50000,-inf,-inf,45000,0.5437889064294821,1.0,0.7044860915436583,0,0,0,0,500
